,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Годинанареновирање,Адреса
1949,1200€,42.009423,20.971549,5,250m²,2спрата,Дрва,280m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,2,Да,2Паркингместа,Југозапад,1957,1990,центар
1950,110000€,41.9870695865131,21.4519291484375,4,150m²,Високоприземје,Централно,280m²,,,,,,,,,,,
1951,1€,41.4477313498212,22.0247577130249,10,110m²,2спрата,Дрва,210m²,Двo-семејнакуќа,Нова,Полунаместен,2Балкони,2,Да,1Гаража,Југозапад,1990,2000,Mladost7
1952,1€,41.0201334175474,21.3420076779249,4,60m²,2спрата,Нема,400m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,1,Да,2Паркингместа,Југ,,,ulBORIMECKAbr45
1953,7000€,41.031728,21.329358,10,44m²,2спрата,Нема,130m²,Останато,Воградба,Празен,Нема,1,Да,1Паркинг,Југ,,,СЛавци
1954,75000€,41.1154835967914,20.8119685874024,5,200m²,1спрат,Струја,100m²,Двo-семејнакуќа,Нова,Наместен,1Балкон,1,Не,2Паркингместа,Југоисток,2011,2011,MarkoNestoroski95Ohrid
1955,1€,41.484224,22.089622,6,200m²,2спрата,Дрва,10m²,Дуплекс-Лепенакуќа,Нова,Празен,2Балкони,2,Не,1Гаража,Север,1990,,Vidagjekova
1956,140000€,41.9870695865131,21.4519291484375,3,280m²,2спрата,Дрва,1500m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,2,Да,1Паркинг,Исток,,,
1957,180000€,41.9870695865131,21.4519291484375,10,350m²,3спрата,Струја,200m²,Вила,Нова,Наместен,3Балкони,2,Не,2Паркингместа,Исток,2015,2019,сШишевоул2бр68
1958,70000€,41.3453201649809,21.5573647625961,4,100m²,1спрат,Нема,50m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Нема,Југ,,,Браќаламески12
1959,По договор,42.132926,21.715878,7,250m²,1спрат,Друго,600m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,4Балкони,2,Да,2Паркингместа,Југ,,,
1960,1€,41.715954,21.770997,7,130m²,2спрата,Дрва,600m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,2,Да,1Паркинг,Југ,1996,2018,рилскиконгрес94
1961,1€,41.9870695865131,21.4519291484375,5,117m²,2спрата,Струја,954m²,Вила,Реновирана,Празен,2Балкони,1,Да,4Паркингместа,Исток,2005,2019,bunardzik
1962,1€,41.9870695865131,21.4519291484375,5,63m²,2спрата,Струја,394m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,2Балкони,1,Да,4Паркингместа,Исток,2018,2018,naselbajaka
1963,135000€,41.991502,21.39781,4,100m²,Приземје,Струја,430m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,1Гаража,Југ,,,VLAE-FRANCPRESERN
1964,195000€,41.931839,21.502835,9,600m²,2спрата,Друго,970m²,Еднасемејнакуќа-Самостојна,Нова,Празен,4Балкони,4,Да,Повеќеод4паркингместа,Југоисток,,,СОПИШТЕ
1965,1€,41.0351791170565,21.3364758342505,7,130m²,2спрата,Друго,100m²,,,,,,,,,,,
1966,1€,41.978187,21.427388,10,360m²,3спрата,Струја,150m²,Мултисемејнакуќа,Нова,Празен,3Балкони,Повеќеод4,Да,1Гаража,Исток,,,Centar
1967,12000€,41.834089,20.883743,2,40m²,Приземје,Дрва,300m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,Нема,1,Не,Нема,Југоисток,,,
1968,По договор,41.9870695865131,21.4519291484375,10,350m²,3спрата,Друго,270m²,Останато,Реновирана,Празен,Повеќеод5балкони,Повеќеод4,Да,1Паркинг,Исток,,2019,ЃореЃоревски5Б
1969,По договор,41.9870695865131,21.4519291484375,10,280m²,2спрата,Струја,350m²,Двo-семејнакуќа,Реновирана,Празен,4Балкони,3,Да,3Паркингместа,Исток,,2018,GjoreGjorevski
1970,180000€,41.991502,21.39781,7,179m²,4спрата,Струја,168m²,Дуплекс-Лепенакуќа,Реновирана,Празен,2Балкони,3,Да,1Паркинг,Југ,2005,,Zdanec
1971,2€,41.978187,21.427388,15,600m²,3спрата,Нема,340m²,,,,,,,,,,,
1972,150000€,41.9870695865131,21.4519291484375,4,300m²,3спрата,Друго,1000m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,2Балкони,2,Да,1Паркинг,Северозапад,2000,2015,ГорноНерези
1973,По договор,42.132926,21.715878,8,400m²,3спрата,Дрва,,Еднасемејнакуќа-Самостојна,Стара,Наместен,Повеќеод5балкони,3,Да,1Гаража,Исток,,,Esperanto88
1974,111€,41.4389964974392,22.6365482774338,45,100m²,2спрата,Нема,10000m²,Мултисемејнакуќа,Реновирана,Полунаместен,2Балкони,3,Не,4Паркингместа,Исток,2001,2013,gocedelcev68
1975,1€,42.013646,21.32586,3,86m²,2спрата,Нема,50m²,Половинакуќа,Стара,Празен,1Балкон,1,Да,1Паркинг,Исток,,,
1976,23000€,41.6853968994319,21.2367706563755,4,72m²,2спрата,Дрва,20m²,Вила,Нова,Наместен,1Балкон,1,Да,4Паркингместа,Исток,,,EzeroKozjak
1977,1€,41.346182,21.553379,10,300m²,2спрата,Друго,260m²,Двo-семејнакуќа,Реновирана,Наместен,Тераса+5Балкони,3,Да,Гаража+4Паркингместа,Југозапад,,,Републиканска-областСтараЦрква
1978,По договор,41.173346,20.677493,2,169m²,2спрата,Дрва,200m²,Двo-семејнакуќа,Нова,Наместен,2Балкони,1,Не,Нема,Југ,2015,2017,Plitista
1979,89000€,41.949632,21.502494,5,147m²,2спрата,Струја,192m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,2,Да,1Паркинг,Југ,2007,,Lisice
1980,260000€,41.9870695865131,21.4519291484375,4,265m²,3спрата,Друго,540m²,Дуплекс-Лепенакуќа,Реновирана,Празен,3Балкони,3,Не,2Паркингместа,Југозапад,1984,2012,
1981,650€,41.991502,21.39781,11,300m²,3спрата,Друго,50m²,Двo-семејнакуќа,Реновирана,Наместен,5Балкони,4,Да,2Паркингместа,Југоисток,1995,2006,Mramorec12a
1982,По договор,42.013646,21.32586,4,155m²,Високоприземје,Дрва,300m²,Двo-семејнакуќа,Нова,Полунаместен,1Балкон,2,Да,2Паркингместа,Запад,2010,2015,Ul80br75a
1983,60000€,41.090247,21.016781,6,120m²,2спрата,Дрва,3435m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,Повеќеод4паркингместа,Југ,1950,1980,СелоШтрбовоопштинаРесен
1984,1€,41.031728,21.329358,12,228m²,3спрата,Друго,241m²,,,,,,,,,,,
1985,92€,41.978187,21.427388,35,80m²,Повеќеод4спрата,Централно,,Останато,Стара,Празен,1Балкон,2,Не,1Паркинг,Североисток,1975,2012,BulKocoRacin
1986,1€,41.715954,21.770997,4,120m²,1спрат,Струја,6m²,Останато,Нова,Полунаместен,1Тераса,1,Да,Нема,Исток,,,BogdanKarakostev
1987,120000€,41.9518364531428,21.4910211612732,45,120m²,Приземје,Друго,650m²,Еднасемејнакуќа-Самостојна,Воградба,Наместен,2Балкони,1,Не,Гаража+Повеќеод4паркингместа,Југ,1976,1999,BulBORISTRAJKOVSKI
1988,1€,41.991936913985,21.4033560619532,3,71m²,Приземје,Нема,163m²,Дуплекс-Лепенакуќа,Стара,Наместен,1Тераса,1,Не,1Паркинг,Југозапад,1965,,Lerinska17b
1989,По договор,41.111733,20.798579,5,100m²,2спрата,Друго,1650m²,Останато,Стара,Празен,2Балкони,2,Не,Повеќеод4паркингместа,Југ,,,
1990,1€,41.9870695865131,21.4519291484375,3,65m²,Приземје,Нема,180m²,Останато,Стара,Празен,Нема,1,Да,Нема,Исток,1926,,улмихаилефтикибр29
1991,70000€,41.9870695865131,21.4519291484375,25,414m²,Приземје,Дрва,414m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Нема,1,Не,3Паркингместа,Исток,,,DzonKenedi
1992,260000€,41.9870695865131,21.4519291484375,12,360m²,3спрата,Струја,160m²,Мултисемејнакуќа,Нова,Наместен,Повеќеод5балкони,4,Да,3Паркингместа,Југоисток,2008,,MiteBogoevski53aNasLisice
1993,60000€,42.0131928890974,21.5291096148444,8,240m²,2спрата,Нема,210m²,Двo-семејнакуќа,Реновирана,Празен,2Балкони,2,Не,2Паркингместа,Исток,,,
1994,1€,41.031728,21.329358,3,60m²,Високоприземје,Нема,150m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Нема,1,Не,Нема,Север,,,VladimirNazorbr6Bitola
1995,195000€,41.978187,21.427388,3,80m²,Приземје,Струја,295m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,1,Не,2Паркингместа,Југозапад,,,Vodno
1996,180000€,42.009423,20.971549,6,214m²,2спрата,Друго,45m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Тераса+1Балкон,3,Да,Гаража+2Паркингместа,Југоисток,,,
1997,1€,41.931839,21.502835,3,70m²,Приземје,Струја,700m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,1,Не,3Паркингместа,Југоисток,,,Sonje
1998,160000€,42.009423,20.971549,9,300m²,3спрата,Друго,150m²,Двo-семејнакуќа,Стара,Наместен,Тераса+2Балкони,3,Да,2Паркингместа,Североисток,,,
1999,1€,41.9870695865131,21.4519291484375,4,140m²,2спрата,Струја,350m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,2Балкони,2,Не,1Паркинг,Југоисток,,,Kozle
2000,67000€,42.013646,21.32586,6,130m²,2спрата,Дрва,200m²,Дуплекс-Лепенакуќа,Стара,Полунаместен,1Балкон,2,Да,2Паркингместа,Југ,,,
2001,189000€,42.009423,20.971549,8,240m²,2спрата,Друго,150m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,3Балкони,2,Да,2Паркингместа,Запад,,,
2002,155000€,42.0374499756112,21.4291728458099,15,500m²,3спрата,Нема,250m²,Мултисемејнакуќа,Нова,Празен,Повеќеод5балкони,Повеќеод4,Да,4Паркингместа,Североисток,2018,2018,butelskivenec
2003,45000€,41.9870695865131,21.4519291484375,3,106m²,Приземје,Струја,1m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Не,Нема,Север,,,d
2004,80000€,41.031728,21.329358,10,280m²,3спрата,Нема,300m²,Еднасемејнакуќа-Самостојна,Нова,Празен,4Балкони,3,Да,3Паркингместа,Југоисток,,,НОВАБИТОЛА
2005,230000€,41.9870695865131,21.4519291484375,8,300m²,4спрата,Струја,65m²,Мултисемејнакуќа,Реновирана,Наместен,5Балкони,Повеќеод4,Да,1Паркинг,Североисток,1989,2000,SalvadorAljende63
2006,1€,41.51282,20.96083,15,470m²,4спрата,Нема,400m²,Мултисемејнакуќа,Воградба,Празен,Повеќеод5балкони,Повеќеод4,Не,4Паркингместа,Исток,,,UlicaKopacka
2007,1€,41.111733,20.798579,8,130m²,2спрата,Нема,818m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,2Балкони,2,Не,Нема,Југозапад,,,Goricaistokelitnanaselba
2008,По договор,41.917096059603,22.4222373962402,8,240m²,2спрата,Дрва,500m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,2,Да,1Паркинг,Исток,,,Ooool
2009,По договор,41.4785329090245,22.616250680886,6,150m²,2спрата,Дрва,2400m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,1,Не,1Паркинг,Југоисток,1970,1970,сАнгелциВасилево
2010,1€,41.031728,21.329358,4,80m²,1спрат,Нема,120m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,Нема,1,Не,2Паркингместа,Североисток,1978,,UlAbr105DolnoOrizari
