,price,make,model,year,fuel,distance_in_km,transmission,type,color,registration,registered_till,HP,standard,KW
5681,По договор,BMW,530,2007,Дизел,250000,Автоматски,Седани,Сива,Македонска,12021,241,Еуро4,177
5732,По договор,VWVolkswagen,Passat,2007,Дизел,200000,Рачен,Седани,Сина,Македонска,112022,109,Еуро4,80
5752,По договор,Seat,Ibiza,1996,Дизел,200000,Рачен,Maлиградски,Бела,Странска,12021,73,Еуро2,54
5753,По договор,BMW,316,2012,Дизел,190000,Рачен,Каравани,Бела,Македонска,12022,116,Еуро5,85
5764,По договор,VWVolkswagen,Passat,2000,Дизел,25000,Рачен,Седани,Сива,Македонска,22022,90,Еуро3,66
5788,По договор,Ford,Mondeo,2006,Дизел,200000,Рачен,Каравани,Црна,Странска,42020,154,Еуро4,113
5793,По договор,VWVolkswagen,GolfPlus,2006,Дизел,250000,Рачен,Теренци-SUV,Сива,Македонска,82023,105,Еуро4,77
5807,По договор,VWVolkswagen,Passat,2011,Дизел,200000,Рачен,Каравани,Сива,Македонска,122022,170,Еуро5,125
5829,По договор,BMW,520,2015,Дизел,200000,Автоматски,Седани,Сива,Странска,62022,190,Еуро5,140
5833,По договор,VWVolkswagen,Touran,2007,Дизел,200000,Рачен,Моноволумен,Сива,Македонска,82022,140,Еуро4,103
5843,По договор,BMW,730,2011,Дизел,250000,Автоматски,Седани,Сива,Македонска,32022,245,Еуро5,180
5889,По договор,VWVolkswagen,Sharan,2008,Дизел,200000,Рачен,Моноволумен,Сива,Македонска,62022,140,Еуро4,103
5902,По договор,BMW,320,2006,Дизел,160000,Рачен,Седани,Сива,Македонска,92020,163,Еуро4,120
5930,По договор,Opel,Vectra,2002,Дизел,300000,Рачен,Седани,Сива,Македонска,12022,125,Еуро3,92
5933,По договор,Opel,Zafira,2005,Дизел,20000,Рачен,Хеџбек,Црвена,Македонска,12020,0,Еуро4,0
5939,По договор,Fiat,Multipla,2000,Дизел,180000,Рачен,Хеџбек,Сина,Македонска,112020,116,Еуро4,85
5943,По договор,Peugeot,308,2008,Дизел,200000,Рачен,Каравани,Сива,Македонска,112021,109,Еуро4,80
5947,По договор,VWVolkswagen,Passat,2006,Дизел,200000,Рачен,Седани,Сива,Македонска,511625,140,Еуро4,103
5973,По договор,Citroen,C4Picasso,2008,Дизел,100000,Автоматски,Моноволумен,Црна,Македонска,12021,136,Еуро4,100
5977,По договор,Fiat,Fiorino,2009,Дизел,200000,Рачен,Моноволумен,Бела,Македонска,112022,75,Еуро3,55
5981,По договор,VWVolkswagen,Passat,2013,Дизел,140000,Полуавтоматски,Купеа,Бела,Македонска,102021,179,Еуро5,132
5983,По договор,Fiat,Punto,2001,Дизел,150000,Рачен,Maлиградски,Сива,Македонска,12022,60,Еуро2,44
5989,По договор,Seat,Ibiza,2011,Дизел,190000,Рачен,Хеџбек,Црвена,Македонска,122022,75,Еуро5,55
5998,По договор,Mercedes-Benz,ML350,2012,Дизел,180000,Автоматски,Теренци-SUV,Сива,Македонска,22022,258,Еуро6,190
6004,По договор,Opel,Astra,2004,Дизел,200000,Рачен,Хеџбек,Зелена,Македонска,112022,101,Еуро4,74
6005,По договор,Opel,Corsa,2009,Бензин,170000,Рачен,Хеџбек,Сина,Македонска,52022,90,Еуро5,66
6022,По договор,Mercedes-Benz,ML350,2015,Дизел,150000,Автоматски,Теренци-SUV,Бела,Странска,72023,0,Еуро6,0
6035,По договор,Fiat,Stilo,2003,Дизел,250000,Рачен,Хеџбек,Сива,Македонска,12021,2583,Еуро3,1900
6048,По договор,Seat,Leon,2007,Дизел,180000,Рачен,Седани,Црвена,Странска,62020,140,Еуро4,103
6050,По договор,VWVolkswagen,Sharan,2013,Дизел,200000,Рачен,Седани,Сива,Македонска,122023,140,Еуро5,103
6051,По договор,Audi,Q5,2014,Дизел,180000,Рачен,Седани,Црна,Македонска,122023,190,Еуро6,140
6053,По договор,Mercedes-Benz,A180,2013,Дизел,170000,Автоматски,Седани,Црна,Македонска,112022,109,Еуро5,80
6056,По договор,Opel,Corsa,2010,Бензин,140000,Рачен,Седани,Сина,Македонска,122022,101,Еуро5,74
6059,По договор,Citroen,C3,2011,Бензин/Плин,170000,Рачен,Седани,Бела,Македонска,122022,61,Еуро5,45
6060,По договор,Citroen,C1,2011,Бензин,130000,Рачен,Седани,Сина,Македонска,122023,68,Еуро5,50
6061,По договор,Mercedes-Benz,E220,2016,Дизел,150000,Автоматски,Седани,Црна,Македонска,122022,194,Еуро6,143
6062,По договор,BMW,X3,2013,Дизел,190000,Автоматски,Седани,Златна,Македонска,122022,258,Еуро5,190
6063,По договор,Audi,A3,2008,Дизел,190000,Рачен,Седани,Црна,Македонска,122022,140,Еуро4,103
6065,По договор,VWVolkswagen,Golf,2008,Дизел,200000,Рачен,Каравани,Бела,Македонска,102021,140,Еуро4,103
6066,По договор,Citroen,C3,2009,Бензин,140000,Рачен,Седани,Црна,Македонска,122022,60,Еуро4,44
6067,По договор,Fiat,GrandePunto,2007,Бензин,160000,Рачен,Седани,Сина,Македонска,122022,65,Еуро4,48
6068,По договор,Opel,Corsa,2016,Бензин,120000,Рачен,Купеа,Бела,Македонска,122022,69,Еуро6,51
6069,По договор,BMW,218,2016,Дизел,140000,Рачен,Седани,Сина,Македонска,122022,150,Еуро6,110
6070,По договор,Toyota,RAV4,2013,Дизел,140000,Рачен,Седани,Сива,Македонска,122022,150,Еуро5,110
6071,По договор,Kia,Sportage,2013,Дизел,160000,Рачен,Седани,Сива,Македонска,122022,116,Еуро5,85
6073,По договор,Opel,Corsa,2018,Дизел,110000,Рачен,Купеа,Сива,Македонска,122022,75,Еуро6,55
6074,По договор,Renault,Scenic,2009,Дизел,160000,Рачен,Седани,Црна,Македонска,122022,106,Еуро4,78
6083,По договор,Opel,Astra,2006,Дизел,250000,Автоматски,Каравани,Бела,Македонска,72022,120,Еуро4,88
6086,По договор,Audi,Q7,2011,Дизел,170000,Автоматски,Седани,Сина,Македонска,42022,245,Еуро5,180
6087,По договор,VWVolkswagen,Polo,2009,Бензин,190000,Рачен,Купеа,Сива,Македонска,122022,69,Еуро4,51
6088,По договор,Opel,Zafira,2001,Дизел,190000,Рачен,Каравани,Бела,Македонска,12021,101,Останато,74
6091,По договор,Opel,Astra,2008,Дизел,200000,Рачен,Каравани,Бела,Македонска,122022,105,Еуро4,77
6095,По договор,Skoda,Superb,2010,Дизел,140000,Автоматски,Седани,Црвена,Македонска,122020,140,Еуро4,103
6104,По договор,Suzuki,Samurai,1998,Бензин,190000,Рачен,Теренци-SUV,Црвена,Македонска,62022,61,Еуро2,45
6105,По договор,BMW,X1,2012,Дизел,180000,Автоматски,Седани,Црна,Македонска,122022,143,Еуро5,105
6106,По договор,VWVolkswagen,Tiguan,2011,Дизел,190000,Рачен,Седани,Сива,Македонска,122022,140,Еуро5,103
6108,По договор,Toyota,LandCruiser,2004,Дизел,85000,Автоматски,Теренци-SUV,Сива,Македонска,82021,204,Еуро4,150
6109,По договор,Nissan,Qashqai,2016,Дизел,180000,Рачен,Седани,Сива,Македонска,122022,110,Еуро5,81
6112,По договор,Peugeot,3008,2009,Дизел,180000,Автоматски,Седани,Сива,Македонска,122022,109,Еуро4,80
6114,По договор,VWVolkswagen,Passat,2010,Бензин/Плин,200000,Рачен,Каравани,Сива,Македонска,42022,150,Еуро5,110
6116,По договор,VWVolkswagen,Passat,2012,Дизел,140000,Рачен,Седани,Црна,Македонска,52022,102,Еуро5,75
6127,По договор,BMW,525,2000,Дизел,250000,Рачен,Останато,Сина,Македонска,122021,194,Останато,143
6131,По договор,VWVolkswagen,Transporter,2015,Дизел,190000,Автоматски,Седани,Бела,Македонска,122021,140,Еуро5,103
6141,По договор,Opel,Astra,1998,Бензин/Плин,250000,Рачен,Хеџбек,Црвена,Македонска,82022,65,Еуро3,48
6145,По договор,BMW,525,2008,Дизел,250000,Автоматски,Каравани,Црна,Македонска,92022,197,Останато,145
6174,По договор,Audi,A5,2016,Дизел,180000,Рачен,Седани,Сива,Македонска,102022,136,Еуро6,100
6184,По договор,Renault,Clio,2006,Дизел,190000,Рачен,Maлиградски,Сина,Македонска,112022,68,Еуро4,50
6192,По договор,Opel,Corsa,2007,Бензин,190000,Рачен,Maлиградски,Сива,Македонска,62022,80,Еуро4,59
6224,По договор,Toyota,Corolla,2006,Дизел,200000,Рачен,Седани,Сина,Македонска,72022,90,Еуро3,66
6227,По договор,Renault,Espace,2001,Дизел,200000,Рачен,Моноволумен,Сина,Македонска,82022,131,Еуро4,96
6239,По договор,Nissan,Qashqai,2009,Бензин,170000,Рачен,Теренци-SUV,Бела,Македонска,12021,114,Еуро4,84
6254,По договор,Skoda,Другмодел,1980,Бензин,95000,Рачен,Седани,Бела,Македонска,62022,54,Останато,40
6261,По договор,Audi,A3,2008,Дизел,190000,Рачен,Седани,Сива,Македонска,92022,105,Еуро5,77
6276,По договор,BMW,120,2009,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,102022,177,Еуро5,130
6294,По договор,Mazda,2,2009,Дизел,180000,Рачен,Maлиградски,Црна,Македонска,12022,68,Еуро4,50
6306,По договор,Audi,A5,2017,Дизел,30000,Рачен,Седани,Црна,Македонска,62022,241,Еуро4,177
6311,По договор,Mercedes-Benz,C200,2005,Дизел,250000,Рачен,Седани,Црна,Македонска,52022,0,Останато,0
6314,По договор,BMW,X3,2013,Дизел,170000,Рачен,Теренци-SUV,Сива,Македонска,122023,177,Еуро5,130
6323,По договор,BMW,X1,2012,Дизел,150000,Рачен,Теренци-SUV,Црна,Македонска,122023,150,Еуро5,110
6337,По договор,Peugeot,207,2009,Дизел,190000,Рачен,Кабриолети,Сива,Македонска,32021,109,Еуро4,80
6340,По договор,Mercedes-Benz,A180,2007,Дизел,20000,Рачен,Хеџбек,Сива,Македонска,42021,75,Еуро4,55
6375,По договор,BMW,X5,2010,Дизел,160000,Автоматски,Хеџбек,Бела,Македонска,52022,245,Еуро5,180
6376,По договор,BMW,420,2015,Дизел,200000,Автоматски,Хеџбек,Сива,Македонска,112021,190,Еуро5,140
6378,По договор,Audi,A8,2014,Дизел,200000,Автоматски,Хеџбек,Сива,Македонска,72022,385,Еуро6,283
6379,По договор,Audi,A6,2015,Дизел,150000,Автоматски,Хеџбек,Сива,Македонска,112022,272,Еуро6,200
